word,distances,isMatch
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,86.50317582086808,0
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,43.20211914370801,0
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,43.621280872671285,0
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,43.621280872671285,0
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,43.621280872671285,0
lemon,0.0,1
lemon,0.0,1
lemon,23.695140379386828,0
lemon,0.0,1
lemon,43.621280872671285,0
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,43.621280872671285,0
lemon,90.49621299149901,0
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,43.621280872671285,0
lemon,69.74127420313738,0
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,124.36986813420063,0
lemon,0.0,1
lemon,43.621280872671285,0
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,43.621280872671285,0
lemon,0.0,1
lemon,0.0,1
lemon,45.424786720737046,0
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,23.8935833772699,0
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,43.621280872671285,0
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,0.0,1
lemon,28.878626999721146,0
lemon,0.0,1
lemon,0.0,1
lemon,43.621280872671285,0
lemon,0.0,1
lemon,0.0,1
lemon,43.621280872671285,0
lemon,87.27196245740465,0
lemon,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,43.621280872671285,0
sun,21.59268032862317,0
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,43.621280872671285,0
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,19.140818377576696,0
sun,0.0,1
sun,43.621280872671285,0
sun,43.621280872671285,0
sun,21.59268032862317,0
sun,0.0,1
sun,22.564149826728475,0
sun,43.621280872671285,0
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,56.041833794029266,0
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,21.59268032862317,0
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,21.59268032862317,0
sun,21.59268032862317,0
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,41.78038196792916,0
sun,43.621280872671285,0
sun,0.0,1
sun,0.0,1
sun,39.11974894899395,0
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,43.621280872671285,0
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,43.621280872671285,0
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,10.592462932716899,0
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,21.59268032862317,0
sun,0.0,1
sun,0.0,1
sun,43.621280872671285,0
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,43.621280872671285,0
sun,40.70756604346284,0
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,66.55360674597321,0
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,19.44782286335925,0
sun,21.59268032862317,0
sun,0.0,1
sun,0.0,1
sun,0.0,1
sun,40.70756604346284,0
sun,0.0,1
tomato,0.0,1
tomato,32.983007982286246,0
tomato,0.0,1
tomato,0.0,1
tomato,35.362650501587275,0
tomato,32.983007982286246,0
tomato,22.771087638507872,0
tomato,0.0,1
tomato,0.0,1
tomato,0.0,1
tomato,106.55768164892669,0
tomato,0.0,1
tomato,0.0,1
tomato,0.0,1
tomato,32.983007982286246,0
tomato,0.0,1
tomato,0.0,1
tomato,0.0,1
tomato,22.21752092731297,0
tomato,0.0,1
tomato,0.0,1
tomato,0.0,1
tomato,0.0,1
tomato,0.0,1
tomato,0.0,1
tomato,0.0,1
tomato,0.0,1
tomato,32.983007982286246,0
tomato,32.983007982286246,0
tomato,22.771087638507872,0
tomato,9.107148592077417,0
