word,CNC,CNC_SD,CNC_N,IMAG,IMAG_SD,IMAG_N,FAM,FAM_SD,FAM_N
technicality,2.9706,1.4035,34,2.4000,1.5712,35,4.2941,1.9931,34
technician,5.8125,1.0440,32,5.6250,1.5155,32,5.0000,1.8139,31
tedious,2.6571,1.4131,35,2.6571,1.4331,35,4.5143,1.6102,35
teeth,6.6071,0.7240,28,6.7037,0.5972,27,6.3750,0.9492,24
telephone,6.4688,0.9008,32,6.5938,0.8609,32,6.5000,1.0000,32
telescope,6.3929,1.1129,28,6.7419,0.5661,31,5.1290,1.6799,31
television,6.5313,0.6607,32,6.8824,0.3222,34,6.5294,1.1176,34
temerity,2.9000,1.4457,10,2.4118,1.8490,17,1.7353,1.3130,34
tempest,3.9167,1.4977,24,3.3462,1.8593,26,2.8125,1.7219,32
temple,5.7576,1.4981,33,6.1875,0.9823,32,4.9630,1.8754,27
temple (forehead),6.1818,0.8688,33,6.5455,0.7423,33,4.7742,1.7544,31
temple (worship),6.1613,1.3464,31,6.3636,0.7311,33,4.9688,1.6295,32
tempo,3.7059,1.6002,34,2.8286,1.3625,35,4.0000,1.9097,34
tempt,2.6250,1.1924,32,3.3438,1.5332,32,5.3438,1.2896,32
temptation,2.7429,1.5370,35,3.5000,1.5000,34,5.7576,1.4149,33
tendency,2.6765,1.1561,34,2.3824,1.4145,34,5.0357,1.3753,28
tender,2.6364,1.5535,33,3.7273,1.5428,33,4.6875,1.4456,32
tender (sensitive),2.7941,1.3011,34,3.2121,1.3873,33,5.3333,1.4495,33
tender (soft),3.2424,1.4571,33,3.8857,1.7033,35,5.7647,1.3732,34
tennis,6.0000,1.6461,31,6.7143,0.5890,28,5.9615,1.1596,26
tense,3.1250,1.6910,32,3.6970,1.6964,33,5.7333,1.1235,30
tense (strained),3.5152,1.3734,33,4.1290,1.7179,31,5.5000,1.3773,34
tense (verb),3.0882,1.4626,34,2.9688,1.8955,32,4.8387,1.6084,31
tension,3.1613,1.6084,31,4.0313,1.7586,32,5.7857,1.2637,28
tent,6.5000,0.9156,34,6.5758,0.9857,33,5.6452,1.5356,31
tepid,2.8667,1.3098,30,2.6897,1.4880,29,3.3214,1.6487,28
termite,6.5455,0.7423,33,5.5882,1.6824,34,3.7333,1.8607,30
terrible,2.3125,1.1302,32,2.5313,1.4139,32,5.9286,0.9974,28
terrific,2.3871,1.3837,31,3.1563,1.9543,32,5.7308,1.5580,26
terrify,2.4118,1.3957,34,3.5882,1.7676,34,5.6250,1.1110,32
terrifying,3.0286,1.5764,35,4.1714,1.8281,35,5.7059,1.3619,34
terror,2.8529,1.6827,34,4.1875,2.0223,32,5.0968,1.5103,31
terrorist,5.3333,1.7350,33,6.0000,1.0731,33,5.2188,1.9483,32
test,5.2857,1.2999,35,4.7714,1.7086,35,6.2727,0.9301,33
text,5.7273,1.3090,33,6.0857,1.1306,35,6.1034,1.0287,29
text (phone message),5.8857,1.2597,35,6.2286,0.9881,35,6.7188,0.7998,32
text (written work),5.8788,1.0943,33,5.9697,1.2906,33,6.0625,1.1163,32
texture,4.7353,1.6144,34,4.6857,1.4096,35,5.3030,1.4457,33
thank,3.1563,1.2018,32,2.9688,1.6486,32,6.7083,0.6110,24
thankful,2.4000,1.2917,35,3.2059,1.6048,34,5.8148,1.4666,27
thanks,3.1613,1.6480,31,3.0000,1.4591,31,6.6071,0.6729,28
theatre,6.1250,1.3405,32,6.3636,1.0959,33,6.0323,1.4252,31
theatrical,3.3056,1.6637,36,4.9714,1.7482,35,5.3871,1.7354,31
thematic,2.8095,1.0057,21,2.6667,1.5533,21,2.3750,1.7984,32
theme,3.0645,1.8654,31,3.2903,1.9209,31,5.3333,1.3744,30
theologian,4.6154,1.6659,26,4.3929,1.9335,28,3.3548,2.1183,31
theology,2.3667,1.6017,30,2.5862,1.4975,29,3.8276,1.8950,29
theoretical,2.0606,1.5558,33,1.9677,1.4698,31,5.1250,1.4307,32
theory,2.9118,2.0632,34,2.7143,1.4846,35,5.6364,1.5535,33
therapist,5.4545,1.4374,33,5.5758,1.3034,33,5.4333,1.4533,30
therapy,3.8529,1.4579,34,4.4000,1.6248,35,5.7188,1.2051,32
thermometer,6.5455,0.7820,33,6.5313,0.9008,32,5.5000,1.4790,32
thesaurus,6.1471,1.2159,34,6.2424,1.0453,33,4.9063,1.4000,32
thick,4.4706,1.6131,34,4.2941,1.4858,34,5.5333,1.5434,30
thicket,5.1034,1.5832,29,4.8214,1.9467,28,3.4242,2.0305,33
thief,5.0645,1.2684,31,4.6774,1.5531,31,4.6897,1.8773,29
thigh,6.5333,0.7630,30,6.6061,0.7761,33,6.0690,1.2576,29
thighs,6.6364,0.8097,33,6.6875,0.5266,32,6.0938,1.1280,32
thimble,6.2800,1.0008,25,5.8846,1.6250,26,3.6897,1.9845,29
thin,3.9688,1.6295,32,5.6129,1.4068,31,6.1935,0.8951,31
thinner,4.5429,1.5918,35,4.8788,1.6470,33,5.6452,1.3332,31
third,3.1935,1.5744,31,3.5484,1.3875,31,5.9259,1.1523,27
thirst,4.8438,1.5229,32,4.5000,1.9039,32,6.2500,1.1220,28
thirsty,4.5294,1.4997,34,4.2424,1.6520,33,6.5000,0.6191,30
thistle,6.5926,0.6242,27,6.0714,1.3344,28,4.1071,1.8582,28
thorn,6.1935,0.9305,31,6.0313,1.3343,32,4.9677,1.5960,31
thought,2.0303,1.6603,33,3.0645,1.8997,31,6.7857,0.5579,28
thoughtful,2.2188,1.3401,32,2.7188,1.5858,32,5.8750,1.2686,24
thoughtless,2.2059,1.1319,34,2.2059,1.1576,34,5.4242,1.1555,33
threat,3.3333,1.6636,33,3.9091,1.7471,33,5.5938,1.3430,32
threatening,3.3030,1.9304,33,4.1515,1.8443,33,5.4333,1.5424,30
thrifty,2.9375,1.4348,32,2.8788,1.4721,33,3.8966,1.8070,29
thrill,3.5429,1.6097,35,4.0625,1.6759,32,5.1613,1.2207,31
thrilling,2.9429,1.5296,35,3.4286,1.6611,35,5.0323,1.6556,31
throat,6.4242,0.9544,33,6.5625,0.6585,32,6.0345,1.1290,29
throne,6.4412,0.9137,34,6.4545,1.2083,33,4.3750,2.1323,32
throw,4.9091,1.6763,33,5.0313,1.5306,32,5.8889,1.4990,27
thrust,4.3824,1.6272,34,4.7429,1.4009,35,4.9091,1.6211,33
thumb,6.5313,0.9677,32,6.7273,0.6166,33,6.1000,1.3748,30
ticket,6.0938,1.1554,32,5.9697,1.1411,33,6.1379,1.0414,29
ticket (admission),6.3714,0.8310,35,6.3429,1.0940,35,5.9118,1.2918,34
ticket (parking),6.5000,0.8489,34,6.2941,0.9558,34,6.0313,1.3106,32
tickle,4.3939,1.4129,33,5.0938,1.7916,32,6.1111,0.9162,27
ticklish,4.1515,1.6166,33,4.8485,1.5594,33,5.7813,1.4734,32
tidy,4.2647,1.7203,34,5.4848,1.3953,33,6.0000,1.3904,30
tie,6.4375,1.2484,32,6.6774,0.5895,31,6.0769,0.9970,26
tie (bind),5.3235,1.3443,34,5.5294,1.4397,34,5.1613,1.3222,31
tie (neck),6.7273,0.5089,33,6.6061,0.5471,33,6.2759,0.8669,29
tie (stalemate),3.9429,1.7393,35,4.0625,1.5600,32,4.5455,1.8438,33
tiger,6.7059,0.7083,34,6.7188,0.7998,32,6.1071,1.2912,28
tight,4.1765,1.4647,34,4.7714,1.5135,35,5.6250,1.1659,32
till,5.0588,1.6793,34,4.6471,1.8924,34,5.3871,1.3363,31
tilt,4.2059,1.6410,34,4.6857,1.8011,35,4.9375,1.7843,32
time,2.5667,1.8015,30,2.9677,1.5551,31,6.7037,0.5972,27
timid,2.9000,1.0116,30,3.5161,1.7014,31,4.5172,1.6530,29
tinsel,6.1935,1.1193,31,6.2143,1.2637,28,3.8621,1.7758,29
tiny,3.4242,1.4149,33,4.4375,1.6382,32,5.5357,1.4263,28
tire,4.5938,1.6930,32,4.7576,2.0005,33,5.3529,1.6429,34
tired,3.3750,1.2930,32,4.0625,1.5799,32,6.6087,0.7064,23
titan,4.3667,1.5380,30,4.3636,1.9972,33,3.7647,1.9712,34
titanic,5.6774,1.5737,31,5.9091,1.5641,33,4.5484,1.7383,31
titanic (ship),6.4375,0.9333,32,6.3438,1.1887,32,5.6333,1.5380,30
titanic (size),4.2424,1.7928,33,4.7941,1.9968,34,3.6667,1.9488,33
toad,6.5806,0.7524,31,6.7059,0.6197,34,5.1212,1.6098,33
toast,6.3226,1.1469,31,6.8750,0.3307,32,6.1852,1.0554,27
toast (bread),6.7059,0.5703,34,6.6250,0.6960,32,6.6129,0.7038,31
toast (speech),4.5455,1.5972,33,4.7714,1.7086,35,4.7647,1.9412,34
toaster,6.8710,0.3352,31,6.8710,0.3352,31,6.5806,0.5550,31
tobacco,6.4688,1.1986,32,6.3333,0.9744,33,5.4194,1.8276,31
toddler,6.2059,0.7585,34,6.4118,0.7715,34,5.0345,1.7317,29
toe,6.8235,0.4518,34,6.8065,0.5340,31,6.1034,1.0617,29
toes,6.7941,0.5302,34,6.8824,0.4033,34,6.2188,0.9596,32
toga,5.8438,1.0929,32,5.9697,1.4870,33,4.3438,2.1156,32
toilet,6.8182,0.3857,33,6.6571,0.8261,35,6.8065,0.4697,31
toll,3.8387,1.6084,31,3.5429,1.7943,35,3.9355,1.6251,31
tomahawk,5.8000,1.6310,20,5.2000,2.0149,20,2.0938,1.7916,32
tomato,6.8000,0.6000,30,6.5806,1.1006,31,6.4000,1.1431,30
tomb,6.4074,0.7333,27,5.9310,1.1426,29,3.6957,1.6794,23
tone,3.8000,1.8944,35,2.4545,1.7768,33,5.4000,1.6248,30
tone (colour),3.7879,1.7366,33,4.3030,1.6420,33,5.0323,1.6556,31
tone (music),4.0303,1.6964,33,2.8621,1.9249,29,5.0714,1.4124,28
tone (voice),3.3143,1.7852,35,3.6061,1.8900,33,5.4063,1.2465,32
tongue,6.6129,0.9394,31,6.7419,0.9147,31,6.4667,1.0562,30
tool,6.3939,0.8506,33,6.1765,0.8902,34,6.0000,1.1010,33
tooth,6.6154,0.6837,26,6.5200,0.7547,25,6.3636,1.0245,22
toothache,4.7188,1.6999,32,3.8485,2.0018,33,5.1481,1.6489,27
toothbrush,6.7879,0.4772,33,6.8182,0.7158,33,6.8710,0.3352,31
top,4.4412,1.4182,34,4.9429,1.6723,35,6.4839,0.8375,31
top (apex),4.8333,1.6142,30,4.7333,1.7689,30,4.8750,2.1176,32
top (shirt),6.5152,0.8571,33,6.6129,0.6052,31,6.4688,0.9677,32
top (spinning),5.4706,1.6131,34,5.2941,1.6184,34,4.4063,1.9663,32
torch,6.2059,0.9935,34,6.0909,1.1109,33,6.0303,1.0867,33
torch (burn),5.0625,1.5600,32,5.8065,1.2027,31,4.8621,1.9427,29
torch (flashlight),6.8235,0.3812,34,6.6875,0.6343,32,6.0909,1.2878,33
torment,2.9355,1.3897,31,3.0313,1.5709,32,4.0000,1.5974,29
tornado,6.2188,0.6953,32,6.1875,1.2103,32,5.0645,1.9828,31
tortoise,6.7857,0.4897,28,6.7407,0.4382,27,4.7692,1.6245,26
torture,4.8235,1.6174,34,4.6970,1.8665,33,4.8387,1.8854,31
torturer,5.3438,1.4276,32,5.0313,1.6861,32,4.8438,1.9057,32
toss,4.5714,1.3371,35,4.5455,1.4790,33,4.4375,1.4777,32
tosser,3.4688,1.7675,32,4.3235,1.6578,34,4.7879,1.8871,33
toucan,6.4286,1.1473,28,6.1034,1.5613,29,3.4516,2.0135,31
touch,4.8529,1.7173,34,4.9375,1.7128,32,6.2667,0.8138,30
touchy,2.7059,1.3833,34,3.3143,1.6864,35,5.3667,1.4716,30
tough,3.3438,1.6509,32,3.5152,1.8606,33,6.0333,0.9826,30
tour,5.3333,1.2472,33,4.9688,1.2370,32,5.6129,1.2871,31
tourist,5.4412,1.2878,34,5.7143,1.3643,35,5.6552,1.4687,29
toward,3.5143,1.4999,35,3.1176,1.5674,34,5.8485,0.9885,33
towel,6.7037,0.5316,27,6.7407,0.5833,27,6.7143,0.5890,28
tower,6.5294,0.9467,34,6.4412,1.1165,34,5.1515,1.5398,33
town,5.7742,0.8692,31,5.8966,0.9593,29,6.3200,0.8352,25
toxic,3.9344,1.6182,61,3.7937,1.6634,63,4.8704,1.7002,54
toxin,4.9688,1.5709,32,3.9412,1.6077,34,3.7353,1.8520,34
toy,6.3871,0.9394,31,6.2121,0.9457,33,5.8276,1.2884,29
toys,6.1379,1.0414,29,6.4688,0.7900,32,6.0690,1.2847,29
trace,3.7647,1.3945,34,4.0000,1.7823,34,4.3333,1.7174,33
trace (copy),4.8286,1.6298,35,4.6765,1.9662,34,4.8125,2.0223,32
trace (small amount),4.0000,1.7753,33,3.8125,1.7399,32,5.2258,1.3371,31
track,5.1786,1.3642,28,5.4375,1.2732,32,5.1600,1.4610,25
traction,4.0000,1.6461,31,3.3226,1.4677,31,3.7241,1.8175,29
traction (grip),4.3824,1.4756,34,4.1563,1.6976,32,3.0000,1.5374,33
traction (medical),5.0455,1.4917,22,4.1304,1.6233,23,2.0625,1.6944,32
tractor,6.5758,0.9221,33,6.6875,0.6343,32,5.4242,1.6336,33
trade,4.0294,1.5621,34,3.8788,1.4514,33,5.6563,1.3372,32
traffic,5.7931,0.8859,29,6.0000,0.8771,26,6.0000,1.3887,28
tragedy,2.8182,1.4864,33,3.3030,1.8004,33,4.8462,1.5858,26
tragic,2.2258,1.1559,31,2.4688,1.5408,32,5.6333,1.4488,30
trailer,5.8750,1.0232,32,5.8000,1.0456,30,5.2222,1.6405,27
train,6.6825,0.6381,63,6.6885,0.7138,61,6.4107,0.8614,56
train (bridal),5.9697,1.1411,33,6.0909,1.2151,33,3.4333,2.0605,30
train (practice),4.3143,1.6522,35,4.7576,1.5380,33,5.7500,1.2990,32
train (procession),4.5000,1.5000,34,5.1176,1.2070,34,4.4848,1.7254,33
train (vehicle),6.5882,0.7323,34,6.6286,0.9881,35,6.2941,1.0155,34
trainer,6.1333,0.8844,30,5.8485,1.3285,33,5.5172,1.6108,29
trainer (coach),6.0938,1.1554,32,5.9697,1.2428,33,5.3125,1.7578,32
trainer (shoe),6.3750,0.9270,32,6.4375,1.0879,32,6.1563,1.2275,32
traitor,4.0606,1.8900,33,3.5758,1.6883,33,4.2500,1.7035,28
tram,6.7143,0.5249,28,6.3571,0.8113,28,4.3793,1.9012,29
trample,4.7333,1.3400,30,5.0938,1.1821,32,5.2581,1.7221,31
trampled,4.9706,1.3824,34,5.3824,1.4756,34,4.4000,1.5620,30
trance,3.0909,1.7471,33,3.4242,1.8915,33,4.3226,1.7485,31
tranquil,2.5152,1.4796,33,4.0909,1.9285,33,5.1563,1.5229,32
transit,4.1818,1.5658,33,3.3824,1.6806,34,4.0313,1.4249,32
transition,3.0571,1.4331,35,2.6286,1.4557,35,4.6364,1.5139,33
transportation,5.3438,1.4918,32,5.6129,1.5999,31,5.6364,1.4734,33
trap,5.4839,1.6238,31,5.6364,1.1499,33,4.9667,1.4020,30
trapped,3.8571,1.5333,35,4.8286,1.5021,35,5.0345,1.7711,29
trash,5.9706,1.2001,34,6.4545,0.7820,33,4.4063,2.1485,32
trauma,3.0323,1.4916,31,3.5313,1.6768,32,5.4074,1.5458,27
traumatic,2.9118,1.6692,34,3.4412,1.8660,34,4.9063,1.6462,32
travel,4.2903,1.3245,31,4.1034,1.2414,29,6.3200,1.0477,25
traveller,4.9394,1.4962,33,5.3030,1.3814,33,5.6552,1.3462,29
tray,6.5000,0.8135,34,6.1714,1.0278,35,5.6364,1.1760,33
tread,3.9706,1.4849,34,3.8485,1.6166,33,4.2258,1.6006,31
treason,3.1613,1.6867,31,2.9355,1.6448,31,3.9688,2.0076,32
treasure,5.1818,1.6779,33,6.1176,1.0222,34,5.1563,1.3718,32
treasurer,5.5429,1.2269,35,4.6176,1.8313,34,4.4839,1.9155,31
treat,4.0938,1.9098,32,4.8333,1.8273,30,6.1852,0.9042,27
treaty,4.1471,1.8492,34,3.3750,1.5959,32,4.3929,1.6548,28
treble,3.5588,1.5754,34,3.7188,1.9563,32,4.2903,1.4634,31
treble (music),4.4545,1.4993,33,4.3226,1.9901,31,4.0323,1.9090,31
treble (triple),3.9429,1.8039,35,3.5714,1.4597,35,4.7941,1.5677,34
tree,6.9200,0.2713,25,6.6667,0.4714,24,6.5000,0.9886,22
trellis,5.5217,1.7661,23,5.0870,2.1652,23,2.5455,1.7072,33
tremble,4.8000,1.5269,35,5.0571,1.6378,35,4.8710,1.6799,31
trench,5.6176,1.2130,34,5.5588,1.2878,34,4.5667,1.8562,30
trend,2.7273,1.3985,33,3.2121,1.3429,33,5.0870,1.0999,23
trial,4.0938,1.5281,32,3.9063,1.5484,32,4.7037,1.5591,27
trial (courtroom),5.8286,1.4636,35,6.3529,0.7624,34,5.0303,1.5856,33
trial (test),4.4286,1.6611,35,3.7059,1.5817,34,5.0938,1.6271,32
triangle,5.3333,1.8679,30,6.5455,0.9563,33,6.0000,1.4384,29
triangular,5.1250,1.8329,32,6.3438,0.9877,32,5.1000,1.4911,30
tribal,4.2353,1.5351,34,4.9429,1.6378,35,4.2353,1.6638,34
tribe,4.6429,1.6083,28,5.4828,1.0379,29,4.3846,1.7558,26
tribute,3.8125,1.5700,32,3.2500,1.3229,32,4.3125,1.6852,32
trick,3.9706,1.5809,34,3.2813,1.6814,32,5.4333,1.4985,30
tricky,3.0000,1.3229,32,3.7500,1.7500,32,5.6897,1.5110,29
trim,4.4118,1.2861,34,4.6563,1.5931,32,4.6364,1.5535,33
trimmer,6.0606,1.0714,33,5.3529,1.7301,34,4.1000,1.7578,30
trinity,2.6129,1.4740,31,3.3125,2.0068,32,3.8966,2.2337,29
trinket,5.4839,1.6824,31,6.1034,1.0287,29,3.8182,1.6598,33
trio,5.2286,1.4752,35,5.0286,1.6122,35,4.3000,1.6961,30
triple,3.9688,1.8955,32,3.8000,1.9391,30,5.0000,1.3887,28
tripod,6.5588,1.0898,34,6.1765,1.3166,34,4.3030,2.0073,33
triumph,3.2500,1.6394,32,4.0645,1.8128,31,5.1250,1.4524,32
triumphant,3.1143,1.5634,35,3.8857,1.8635,35,5.0313,1.3803,32
troll,4.3429,2.2671,35,5.6471,1.5317,34,4.2059,1.8595,34
trophy,6.4286,0.9346,35,6.5455,0.7003,33,5.0313,1.3343,32
trot,4.4545,1.2083,33,4.4242,1.5960,33,4.4000,1.7243,30
trouble,3.2000,1.5820,35,3.4286,1.5908,35,5.8125,1.4882,32
troublesome,2.5714,0.9939,35,3.1143,1.5450,35,4.5625,2.0606,32
troubling,2.6774,0.9964,31,2.2903,0.7271,31,5.3871,1.4957,31
trousers,6.6970,0.5214,33,6.6286,0.9587,35,6.6774,0.5895,31
trout,6.4412,0.8809,34,6.2143,1.4725,28,4.1154,2.1542,26
truce,3.3871,1.5999,31,3.7500,1.9039,32,4.5806,1.7185,31
truck,6.6552,0.4753,29,6.6552,0.7998,29,5.8966,1.3981,29
TRUE,2.5294,1.7018,34,2.7188,1.7363,32,6.1290,1.3135,31
trumpet,6.8710,0.3352,31,6.8710,0.3352,31,5.2963,1.5827,27
truncheon,5.9130,1.8395,23,5.7200,1.8004,25,2.5429,1.7783,35
trunk,6.2727,0.7497,33,5.6061,1.2294,33,4.5161,1.8293,31
trunk (elephant),6.5758,0.8539,33,6.6471,0.5882,34,5.4848,1.8606,33
trunk (luggage),6.3529,0.9965,34,6.3030,0.9369,33,4.3438,1.9782,32
trunk (tree/body),6.4286,0.9035,35,6.5714,0.6452,35,4.7742,1.6006,31
trust,2.4412,1.5754,34,2.7353,1.3352,34,6.0370,1.2317,27
trustee,4.3824,1.5533,34,3.0000,1.7566,35,3.8485,1.9247,33
trustworthy,2.7273,1.6006,33,3.2903,2.0509,31,6.0645,1.1622,31
truth,2.2647,1.6326,34,2.5455,1.5972,33,6.2000,0.8327,30
tsunami,6.3125,0.9499,32,6.2813,1.1520,32,4.7667,1.9093,30
tube,6.0588,1.2589,34,5.5294,1.7360,34,5.0000,1.6475,28
tubular,4.1429,1.5051,28,4.3571,1.7158,28,3.1000,1.8859,30
tulip,6.3714,0.9285,35,6.6471,0.9965,34,4.9688,1.7938,32
tumble,4.7000,1.6763,30,4.7059,1.7578,34,4.4667,1.6680,30
tumbler,5.1250,1.7275,32,4.9063,1.9423,32,3.8667,1.6069,30
tumour,5.8710,1.2376,31,4.2000,1.7205,30,5.0667,1.4360,30
tune,4.0938,1.3546,32,3.1563,1.6604,32,5.6296,1.3649,27
turf,5.3462,1.4396,26,5.1034,1.4703,29,3.5000,1.5254,26
turtle,6.6471,0.6363,34,6.7941,0.5831,34,5.8000,1.3760,30
TV,6.6667,0.7247,33,6.8571,0.4238,35,6.6970,0.6735,33
tweed,5.4483,1.1622,29,5.1613,1.4390,31,3.7500,1.9571,28
tweet,4.7273,1.5230,33,4.1818,1.8660,33,5.8750,1.4307,32
tweet (bird),5.0303,1.4665,33,4.6563,1.7430,32,5.3438,1.2896,32
tweet (Twitter),4.3235,1.9054,34,5.2353,1.9861,34,5.9118,1.4626,34
tweezers,6.4688,0.9008,32,6.6452,0.8632,31,5.1613,1.7798,31
twig,6.2424,1.1814,33,6.5882,0.8087,34,4.9697,1.6785,33
twilight,4.4545,1.6160,33,5.2813,1.5049,32,4.9032,1.8202,31
twin,6.0000,1.0445,33,6.0286,1.4439,35,5.6563,1.3831,32
twins,6.4483,0.9317,29,6.2903,0.8110,31,5.3750,1.5495,24
Twitter,4.8857,1.9679,35,5.6000,1.6596,35,6.2500,1.1990,32
type,4.0323,1.6161,31,3.5938,1.8176,32,5.2857,1.3590,28
type (category),3.1765,1.6710,34,2.5882,1.3310,34,5.2059,1.7786,34
type (typeface),4.5484,1.4556,31,4.1333,2.0287,30,4.8182,2.0069,33
typewriter,6.6563,0.7750,32,6.4545,1.0757,33,4.8621,1.9604,29
typhoon,6.2500,0.8660,32,6.3333,0.8692,30,4.2581,2.1094,31
tyranny,3.3871,1.4740,31,4.0690,1.7798,29,3.4375,1.6190,32
tyrant,4.6129,1.6978,31,4.6786,1.5823,28,3.8387,1.9854,31
tyre,6.4412,1.1929,34,6.5000,0.9014,32,5.6875,1.4238,32
ugly,2.9394,1.6867,33,5.1765,1.5806,34,6.2333,1.0858,30
ulcer,6.1714,0.9407,35,5.6471,1.4528,34,5.0000,1.7408,33
umbrella,6.6563,0.8143,32,6.6563,0.8877,32,6.1852,1.1559,27
unbelievable,1.8857,0.7845,35,2.1875,1.1842,32,5.4375,1.6382,32
uncle,5.4138,1.6085,29,5.6429,1.1715,28,5.9565,1.1220,23
uncomfortable,2.6774,1.4230,31,3.1875,1.7219,32,6.4444,0.6849,27
under,3.6774,1.8030,31,4.1250,1.8157,32,6.0357,1.0850,28
underworld,2.3548,1.6174,31,2.9688,1.5101,32,3.0357,1.8024,28
undesirable,2.2571,0.8732,35,3.1471,1.5555,34,5.1613,1.6084,31
uneasy,2.4118,1.0035,34,3.0588,1.8302,34,5.4688,1.6391,32
unfaithful,2.5625,1.4987,32,3.4375,1.8698,32,5.2222,1.6630,27
unhappy,2.2727,1.2856,33,3.7879,2.0265,33,5.7273,1.4827,33
unicorn,4.2424,2.4867,33,5.8667,1.9788,30,4.5938,2.0594,32
unify,2.6207,1.6063,29,2.7742,1.6006,31,4.0400,1.8216,25
unique,2.1563,1.2275,32,2.7419,1.6058,31,5.9200,1.0553,25
unit,4.7941,1.7786,34,3.4848,1.8768,33,5.3030,1.6603,33
unit (item),5.0313,1.7586,32,4.1290,2.0119,31,4.7097,1.4634,31
unit (measure),4.8824,1.7109,34,4.0882,1.9458,34,5.0000,1.6394,32
unite,3.5313,1.8538,32,3.7647,1.7832,34,5.1563,1.4385,32
universal,3.0313,1.8112,32,3.9688,2.0384,32,6.1923,1.2409,26
universe,4.2647,1.9145,34,4.7353,2.1187,34,5.9688,1.3343,32
university,6.4571,1.0513,35,6.2647,1.3130,34,6.9355,0.2457,31
unsuccessful,2.7353,1.5961,34,3.1471,1.9872,34,5.5313,1.6580,32
untroubled,2.9118,1.6515,34,3.2353,1.4962,34,4.0000,1.7854,32
unusual,2.4000,1.1006,35,2.7429,1.4994,35,5.5625,1.4348,32
up,4.2353,1.6460,34,5.3125,1.6093,32,6.5000,0.8062,30
upgrade,4.1429,1.7095,35,3.8571,1.6238,35,5.2424,1.5576,33
upheld,2.9697,1.2906,33,2.4848,1.3055,33,4.1000,1.7195,30
uphold,2.6471,1.3908,34,2.5294,1.2657,34,4.4063,1.4331,32
upkeep,3.0000,1.3504,34,2.5000,1.6672,34,4.1935,1.8565,31
uplift,3.6667,1.4453,30,3.2727,1.6006,33,4.6970,1.6234,33
uplifting,2.6571,1.3081,35,3.7143,1.9939,35,4.8824,1.7109,34
upset,3.1143,1.8481,35,4.7273,2.1359,33,6.5517,0.6207,29
upset (sad),2.9688,1.5509,32,5.5455,1.4374,33,6.3103,1.1174,29
upset (unbalance),2.6471,1.2807,34,3.6875,1.7755,32,5.6250,1.7810,32
upset (unlikely victory),2.9063,1.4654,32,3.7097,1.9376,31,3.8235,2.0789,34
upward,4.1212,1.5127,33,4.0323,1.7130,31,5.0345,1.4967,29
urban,3.8182,1.6779,33,4.4286,1.7119,35,4.8485,1.6899,33
urge,2.7500,1.2247,32,2.6364,1.2264,33,5.3667,1.4488,30
urgent,2.8125,1.0136,32,2.6071,1.2346,28,5.2800,1.2172,25
urine,6.3824,0.9080,34,6.4118,1.1661,34,5.5882,1.5362,34
use,2.7273,1.4827,33,2.3636,1.1233,33,6.5385,0.7458,26
used,3.5000,1.4603,34,2.9412,1.3491,34,6.1563,1.2018,32
useful,3.1143,1.7365,35,3.4412,1.7854,34,6.0333,1.1968,30
useless,2.7941,1.3673,34,2.8788,1.4304,33,5.6774,1.2284,31
usher,4.5882,1.5926,34,4.5714,1.8406,35,3.7188,1.7542,32
usual,3.0606,1.5558,33,2.5000,1.3919,32,6.5357,0.8230,28
utensil,6.2647,0.9174,34,6.1212,1.0374,33,5.4063,1.3661,32
vacant,4.0000,1.5411,32,3.8485,1.4796,33,5.0000,1.5916,30
vacation,5.2571,1.4802,35,5.5882,1.3745,34,5.1250,1.6910,32
vaccinate,5.4375,1.4987,32,5.2903,1.5068,31,5.6667,1.6398,30
vaccination,5.8235,1.3820,34,5.5455,1.3946,33,5.1818,1.6779,33
vaccine,5.6875,1.1022,32,5.1290,1.1568,31,5.2857,1.4106,28
vacuum,4.9677,1.8920,31,4.5313,2.4493,32,5.4074,1.5217,27
vagina,6.4643,0.7784,28,6.2759,1.1416,29,5.7143,1.4604,28
vague,1.8750,0.9270,32,2.0000,1.1990,32,5.0323,1.4698,31
vain,3.0968,1.7293,31,3.2813,1.6438,32,4.8667,1.6275,30
valentine,4.0000,1.6877,33,4.8710,1.6410,31,5.8710,1.2887,31
valley,6.0294,1.2482,34,6.3939,0.6937,33,4.9063,1.5281,32
valour,2.5185,1.4497,27,2.9630,1.3466,27,3.0000,1.8630,34
valuable,3.1563,1.4813,32,3.6765,1.9054,34,5.8667,0.9568,30
value,3.0882,2.1195,34,2.5625,1.1163,32,6.0323,1.2822,31
vampire,3.7941,2.3860,34,6.1818,1.2174,33,5.1333,1.8927,30
van,6.6897,0.5933,29,6.5758,1.2317,33,5.5806,1.4978,31
vandal,5.0882,1.7041,34,5.0882,1.4826,34,4.3939,1.7912,33
vanish,3.0303,1.9460,33,3.6061,2.1873,33,5.4333,1.5424,30
vanity,2.2571,1.5183,35,3.2000,1.6869,35,4.6176,1.5907,34
vaporize,3.6176,1.5907,34,3.7059,1.9179,34,4.2813,2.0651,32
vapour,4.8621,1.6963,29,4.5938,1.7653,32,3.9667,1.7221,30
varied,3.1515,1.5200,33,3.2286,1.6748,35,5.1563,1.4385,32
various,3.0571,1.3081,35,2.8529,1.5929,34,5.9310,1.2298,29
