participantID,wordSetID,rt,stimulus,trial_index,key_press
99,1,1085.510000004433,4,4,53
99,1,1052.8650000342168,5,5,51
726,1,3926.804999995511,4,4,13
726,1,2688.4699999936856,5,5,13
262,1,6136.62999999724,2,3,56
262,1,1594.9499999987893,4,4,53
262,1,2142.869999999675,5,5,51
421,1,1206.3849999103695,2,3,56
421,1,1454.050000058487,4,4,53
421,1,988.5299999732524,5,5,51
624,1,2652.5300000212155,2,3,56
624,1,1811.8849999736995,4,4,53
624,1,986.7200000444427,5,5,51
557,1,3915.984999970533,2,3,13
581,1,1957.1900000009919,2,3,56
581,1,1026.8099999993865,4,4,53
581,1,879.335000001447,5,5,51
557,1,8059.994999959599,4,4,53
557,1,2699.6500000241213,5,5,51
49,1,12964.000000152737,2,3,53
49,1,1958.0000001005828,4,4,52
49,1,483.99999970570207,5,5,53
148,1,2692.6350001012906,2,3,56
148,1,1887.8249999834225,4,4,53
148,1,1293.764999951236,5,5,51
142,1,2713.02999999898,2,3,56
142,1,3615.929999999935,4,4,53
142,1,1855.9999999997672,5,5,51
645,1,2624.80999995023,2,3,56
645,1,1291.1700000986457,4,4,53
645,1,2246.504999930039,5,5,51
39,1,1696.114999999736,2,3,56
39,1,1020.6499999999323,4,4,53
39,1,968.9550000002782,5,5,51
311,1,2489.02000000095,2,3,56
311,1,1417.2699999997858,4,4,53
311,1,1266.2449999987148,5,5,51
33,1,2891.185000000405,2,3,56
33,1,1634.2700000095647,4,4,53
33,1,1330.1550000032876,5,5,51
688,1,4547.23499994725,2,3,56
688,1,2855.600000009872,4,4,53
146,1,6604.999999981374,2,3,56
688,1,2021.1549999658018,5,5,51
146,1,3013.9999999664724,4,4,53
146,1,1969.0000000409782,5,5,51
195,1,2512.3350000358187,2,3,56
195,1,3349.030000041239,4,4,53
195,1,2880.2850000211038,5,5,51
336,1,1245.0150000004214,2,3,56
336,1,2405.4749999995693,4,4,53
336,1,1014.9999999994179,5,5,51
312,1,2674.3250000290573,2,3,56
312,1,1338.120000087656,4,4,53
312,1,1355.2649999037385,5,5,51
291,1,2028.9150000007794,2,3,56
291,1,1238.4299999994255,4,4,53
291,1,1458.3349999993516,5,5,51
150,1,2005.9150000015507,2,3,56
150,1,1390.7149999868125,4,4,53
150,1,1133.3250000025146,5,5,51
78,1,2964.0000000363216,2,3,56
78,1,2756.2749999924563,4,4,53
78,1,3924.2899999953806,5,5,51
534,1,2012.9999999771826,2,3,56
534,1,4342.274999973597,4,4,53
534,1,2094.1300000122283,5,5,51
724,1,1964.3700000001409,2,3,56
724,1,1611.3499999996711,4,4,53
724,1,1509.8050000001385,5,5,51
693,1,2609.5449999993434,2,3,56
693,1,1689.16999999783,4,4,53
693,1,1213.5099999977392,5,5,51
71,1,2908.9749999693595,2,3,56
71,1,2323.3600000385195,4,4,53
71,1,3654.4449999928474,5,5,51
572,1,3355.8800000464544,2,3,56
572,1,1766.6450000251643,4,4,53
572,1,1462.870000046678,5,5,51
627,1,6508.304999999382,2,3,56
627,1,1331.9799999999304,4,4,53
627,1,1004.4749999997293,5,5,51
227,1,18155.92500002822,2,3,56
227,1,3949.495000008028,4,4,53
227,1,5318.465000018477,5,5,51
554,1,1940,2,3,56
554,1,1148,4,4,53
554,1,1579,5,5,51
376,2,2787.2300000162795,2,3,56
376,2,1331.4949999912642,4,4,53
376,2,1184.1649999842048,5,5,51
176,2,2378.6350000009406,2,3,56
125,2,5917.360000079498,2,3,56
176,2,3949.9199999991106,4,4,53
176,2,1678.329999995185,5,5,51
125,2,2772.649999940768,4,4,53
125,2,5390.844999812543,5,5,51
6,2,3667.4699999857694,2,3,56
6,2,1172.9300000006333,4,4,53
6,2,1035.9349999343976,5,5,51
308,2,2869.9650000198744,2,3,56
308,2,2669.0899999812245,4,4,53
308,2,1629.7750000376254,5,5,51
1,2,5933,2,3,56
1,2,3165,4,4,53
1,2,3212,5,5,51
289,2,1388,2,3,56
289,2,1318,4,4,53
289,2,3014,5,5,51
584,2,3415,2,3,56
584,2,1534,4,4,53
584,2,1559,5,5,51
628,2,2333.8300003670156,2,3,56
628,2,1867.8899998776615,4,4,53
628,2,992.7700003609061,5,5,51
471,2,21666,2,3,56
471,2,7216,4,4,53
471,2,5916,5,5,51
469,2,2722.7249999996275,2,3,56
469,2,1236.205000001064,4,4,53
469,2,906.1800000054063,5,5,51
58,2,5412.30500000529,2,3,56
58,2,1835.9749999945052,4,4,53
58,2,6577.780000006896,5,5,51
387,2,4522.000000113621,2,3,56
387,2,4999.000000068918,4,4,53
615,2,4070.9050000295974,2,3,56
387,2,2942.9999999701977,5,5,51
615,2,2458.135000022594,4,4,53
615,2,1943.524999951478,5,5,51
352,2,5570.8749999994325,2,3,56
585,2,1174.0650000010646,2,3,55
352,2,1773.6650000006193,4,4,53
585,2,1390.9249999996973,4,4,53
585,2,895.1249999990978,5,5,51
352,2,1421.9450000000506,5,5,51
364,2,2762.3599999933504,2,3,56
364,2,1125.0250000011874,4,4,53
364,2,2507.0050000067567,5,5,51
193,2,11317.84499999776,2,3,56
193,2,2149.8649999994086,4,4,53
193,2,1975.6899999993038,5,5,51
128,2,7333.999999998923,2,3,56
128,2,1773.9999999976135,4,4,53
128,2,1386.000000002241,5,5,52
165,2,3156.7100000029313,2,3,56
497,2,2848.075000103563,2,3,56
165,2,7659.990000000107,4,4,53
165,2,1693.700000003446,5,5,51
497,2,2511.1750001087785,4,4,53
497,2,1108.269999967888,5,5,51
638,2,2501.790000125766,2,3,56
638,2,1206.9049999117851,4,4,53
638,2,1116.3750002160668,5,5,51
444,2,10293.335000053048,2,3,56
444,2,1396.3450000155717,4,4,53
444,2,1078.8650000467896,5,5,51
25,2,3081,2,3,56
25,2,1554,4,4,53
25,2,1336,5,5,51
412,2,3710.159999958705,2,3,56
412,2,1515.239999978803,4,4,53
412,2,1470.8100000279956,5,5,51
315,2,6899.130000000245,2,3,56
315,2,2346.230000000105,4,4,53
315,2,2054.590000000193,5,5,51
351,2,8518.745000001218,2,3,56
351,2,4462.584999993851,4,4,53
351,2,1358.780000002298,5,5,51
133,2,6059.114999996382,2,3,13
133,2,8482.524999999441,4,4,13
499,2,1601.3849999981176,2,3,56
499,2,1409.0300000025309,4,4,53
499,2,1643.000000000029,5,5,51
133,2,11955.81499999389,5,5,13
299,2,9722.149999986868,2,3,56
299,2,2485.979999997653,4,4,53
299,2,1426.5099999611266,5,5,51
11,2,12604.310000000623,2,3,56
11,2,2021.85499999905,4,4,53
11,2,1478.2149999991816,5,5,51
4,2,9414.419999986421,2,3,56
4,2,1777.5150000234134,4,4,53
4,2,1224.4550000177696,5,5,51
460,2,11287.985000002664,2,3,56
460,2,3270.424999995157,4,4,53
460,2,2264.1299999668263,5,5,51
274,2,2341,2,3,56
274,2,1722,4,4,53
274,2,1359,5,5,51
278,2,2361.0000000335276,2,3,56
278,2,2595.9999999031425,4,4,53
455,2,1848.1749999336898,2,3,56
278,2,1704.9999999580905,5,5,51
129,2,1896.3200002908707,2,3,56
455,2,1518.364999908954,4,4,53
455,2,765.9450001083314,5,5,51
129,2,1438.85999917984,4,4,53
129,2,1320.8750002086163,5,5,56
541,2,4230.6099999987055,2,3,55
541,2,2766.105000000607,4,4,53
541,2,1475.1599999999598,5,5,51
654,2,3485.9050000086427,2,3,56
654,2,1210.0149999605492,4,4,53
654,2,1080.03000007011,5,5,51
29,2,5726.490000030026,2,3,56
29,2,1811.9000000297092,4,4,53
29,2,1350.9650000487454,5,5,51
430,2,2486.199999926612,2,3,56
578,2,2858.2099999766797,2,3,56
430,2,1456.9099999498576,4,4,53
578,2,1317.8750000079162,4,4,53
430,2,1096.0900000063702,5,5,51
578,2,1373.2450000243261,5,5,51
357,2,1653.119999973569,2,3,56
357,2,1313.4100000024773,4,4,53
357,2,1187.4299999908544,5,5,51
48,2,12045.38500000126,2,3,56
48,2,1606.3700000013341,4,4,53
48,2,5668.174999998882,5,5,51
86,2,2389.6249999525025,2,3,56
86,2,1419.4999999599531,4,4,53
86,2,1117.8599999984726,5,5,51
216,2,1843.1200000923127,2,3,56
216,2,1387.9949999973178,4,4,53
216,2,1213.095000013709,5,5,51
641,2,3689.1499999910593,2,3,56
641,2,1834.8600000608712,4,4,53
641,2,1471.735000028275,5,5,51
385,2,14566.159999999974,2,3,56
385,2,1802.2700000000186,4,4,53
385,2,1573.96000000005,5,5,51
368,2,10644.490000035148,2,3,56
368,2,3264.659999986179,4,4,53
368,2,2562.389999977313,5,5,51
564,2,1959.275000001071,2,3,56
564,2,2232.5549999986542,4,4,53
564,2,1336.9800000000396,5,5,51
275,2,2598.279999976512,2,3,56
275,2,1900.6749999825843,4,4,53
275,2,1644.7350000380538,5,5,51
83,2,3309,2,3,56
83,2,1854,4,4,53
83,2,1829,5,5,56
542,2,18558.91000002157,2,3,56
574,2,4762.600000001839,2,3,56
574,2,1705.1400000054855,4,4,53
574,2,1525.854999999865,5,5,51
542,2,10886.175000108778,4,4,53
542,2,3335.094999987632,5,5,51
87,2,3914.134999999078,2,3,56
87,2,1476.669999974547,4,4,53
87,2,1134.684999997262,5,5,51
320,2,1263.63499998115,2,3,56
320,2,1205.7649999624118,4,4,53
320,2,1122.124999994412,5,5,51
205,2,39223.140000132844,2,3,56
205,2,2649.0249999333173,4,4,53
205,2,2405.8049998711795,5,5,51
414,2,4195.969999997033,2,3,56
414,2,1753.9049999977578,4,4,53
414,2,1649.054999998043,5,5,51
367,2,4460.250000000087,2,3,56
363,2,3535.954999999376,2,3,56
367,2,1529.1600000018661,4,4,53
367,2,1613.1149999964691,5,5,51
363,2,2050.5950000006123,4,4,53
363,2,1724.500000000262,5,5,51
655,2,5035.540000011679,2,3,56
655,2,3846.5500000165775,4,4,53
345,2,22792.000000132248,2,3,56
655,2,2192.0899999677204,5,5,51
153,2,2252.420000033453,2,3,56
153,2,1930.8299999684095,4,4,53
153,2,1930.324999964796,5,5,51
345,2,11269.000000087544,4,4,13
345,2,5800.999999977648,5,5,51
194,2,1045.1299999840558,2,3,56
194,2,952.1349999995437,4,4,53
194,2,959.3949999834877,5,5,51
438,2,2941.419999813661,2,3,56
438,2,2708.549999864772,4,4,54
438,2,2871.4799999725074,5,5,56
630,2,1557.059999999241,2,3,56
630,2,1286.579999999958,4,4,53
630,2,1246.6249999997672,5,5,51
517,2,2438.2949999999255,2,3,56
517,2,1844.8649999918416,4,4,53
517,2,2716.985000006389,5,5,51
410,2,1227.5749999971595,2,3,56
410,2,1169.899999978952,4,4,53
410,2,1099.0600000077393,5,5,51
382,2,1278.6999999952968,2,3,56
382,2,1074.880000000121,4,4,53
382,2,950.2449999854434,5,5,51
356,2,5352,2,3,56
177,2,3382.000000216067,2,3,56
177,2,2513.000000268221,4,4,53
356,2,7902,4,4,53
177,2,2114.0000000596046,5,5,51
356,2,2973,5,5,56
340,2,1441.1249999975553,2,3,56
340,2,5543.604999998934,4,4,53
12,2,3102,2,3,56
340,2,1993.494999998802,5,5,51
12,2,1156,4,4,53
12,2,1024,5,5,51
424,2,1882.7750000054948,2,3,56
424,2,1992.3650000127964,4,4,53
424,2,1356.9900000002235,5,5,51
701,2,2473.9999999292195,2,3,56
701,2,2159.00000045076,4,4,53
701,2,4007.000000216067,5,5,51
694,2,3342.254999996163,2,3,56
694,2,2138.709999999497,4,4,53
694,2,1842.5050000078045,5,5,51
341,2,2653,2,3,51
341,2,3635,4,4,51
341,2,12091,5,5,53
360,2,4049.18500000349,2,3,56
360,2,1382.5450000003912,4,4,53
360,2,1071.3400000022375,5,5,51
222,2,2572.1899999771267,2,3,56
381,2,3191.080000018701,2,3,56
381,2,1497.9150000144728,4,4,53
381,2,1168.1050000479445,5,5,51
222,2,17611.719999928027,4,4,13
222,2,1949.22999991104,5,5,51
378,2,7773,2,3,56
378,2,1266,4,4,53
378,2,1042,5,5,51
716,2,3225.6299999935436,2,3,56
716,2,2475.689999999304,4,4,53
716,2,2519.6950000026845,5,5,51
563,2,4354.999999981374,2,3,56
563,2,970.000000204891,4,4,56
563,2,1955.9999997727573,5,5,51
108,2,20563.014999992447,2,3,56
108,2,1988.0300000077114,4,4,53
108,2,2085.304999985965,5,5,56
447,2,4526.504999987083,2,3,56
447,2,2124.7699999948964,4,4,53
447,2,1059.3149999913294,5,5,51
234,2,7809.364999993704,2,3,56
202,2,5060.200000007171,2,3,56
234,2,3708.1949999992503,4,4,53
202,2,1609.104999981355,4,4,53
202,2,1149.364999961108,5,5,51
234,2,2667.939999999362,5,5,52
500,2,106637,2,3,56
500,2,2152,4,4,53
500,2,1464,5,5,51
122,2,18060.99999998696,2,3,13
122,2,12390.999999945052,4,4,13
122,2,16584.000000031665,5,5,13
168,2,1677.815000002738,2,3,56
168,2,1519.2450000031386,4,4,53
168,2,2070.980000018608,5,5,51
723,2,3698,2,3,56
723,2,6439,4,4,53
723,2,3499,5,5,51
13,2,46696.55999998213,2,3,13
13,2,26120.629999990342,4,4,13
13,2,19886.51499999105,5,5,13
595,2,8125.925000000279,2,3,56
595,2,11580.424999992829,4,4,53
124,2,2735,2,3,56
124,2,1377,4,4,53
124,2,1270,5,5,51
595,2,7574.1500000003725,5,5,56
428,2,10279,2,3,56
428,2,5343,4,4,53
428,2,2599,5,5,51
520,2,3186.245000000781,2,3,56
520,2,1358.6549999999988,4,4,53
520,2,2434.7500000003492,5,5,51
523,2,1761.8299999739975,2,3,56
523,2,1677.720000006957,4,4,53
523,2,1356.1999999801628,5,5,51
463,2,4611.634999993839,2,3,56
463,2,2741.749999986496,4,4,53
463,2,1393.9850000024308,5,5,51
265,2,2814.5999999833293,2,3,56
265,2,3116.314999992028,4,4,53
265,2,2445.349999994505,5,5,51
199,2,3154,2,3,56
199,2,1482,4,4,53
199,2,1394,5,5,51
207,2,9077.99999997951,2,3,56
207,2,1648.9999999757856,4,4,53
207,2,1913.9999999897555,5,5,51
514,2,8795.999999972992,2,3,56
514,2,4008.0000000307336,4,4,53
514,2,6257.0000000996515,5,5,51
533,2,1506.5450000111014,2,3,56
533,2,1029.3799999926705,4,4,53
533,2,1111.3100000075065,5,5,51
95,2,5775,2,3,56
95,2,1687,4,4,53
95,2,1406,5,5,51
369,2,3919.309999968391,2,3,56
369,2,1964.9799999897368,4,4,53
369,2,1474.564999982249,5,5,51
241,2,8755.455000005895,2,3,56
241,2,3721.3550000014948,4,4,53
241,2,3906.9349999917904,5,5,51
692,3,2372.4399999991874,2,3,56
738,3,2542.9800000274554,2,3,56
738,3,1118.4350000112318,4,4,53
738,3,925.615000014659,5,5,51
692,3,3261.725000003935,4,4,53
692,3,1787.2150000039255,5,5,51
634,3,3499.180000042543,2,3,56
292,3,1872.429999988526,2,3,56
292,3,1654.8249999759719,4,4,53
186,3,9287.000000011176,2,3,56
634,3,3493.199999909848,4,4,53
292,3,1516.7849999852479,5,5,51
96,3,1390.5700000000252,2,3,56
186,3,2131.9999997504056,4,4,53
96,3,1638.6849999998958,4,4,53
634,3,2789.9549999274313,5,5,51
186,3,1711.0000001266599,5,5,51
96,3,1822.1350000001166,5,5,51
293,3,4150.439999997616,2,3,56
293,3,1736.0050000133924,4,4,53
402,3,1721.3050000027579,2,3,51
293,3,1591.3699999800883,5,5,51
476,3,2154.7350000037113,2,3,56
402,3,1954.2550000005576,4,4,53
476,3,1469.455000005837,4,4,53
402,3,1811.1150000004272,5,5,51
476,3,1253.8749999948777,5,5,51
189,3,6427.0050000050105,2,3,56
189,3,1789.55499996664,4,4,53
647,3,4482.460000001083,2,3,56
647,3,1571.4800000005198,4,4,53
725,3,3946.490000000267,2,3,56
647,3,1329.8649999996996,5,5,51
189,3,6091.590000025462,5,5,56
725,3,2233.3049999997456,4,4,53
725,3,3097.0500000003085,5,5,51
261,3,2571.2549998424947,2,3,56
529,3,2543.610000051558,2,3,56
449,3,1800.0000000029104,2,3,56
261,3,1453.074999852106,4,4,53
529,3,1369.8749999748543,4,4,53
449,3,2027.0000000018626,4,4,53
529,3,1462.775000021793,5,5,51
261,3,1509.5850001089275,5,5,51
449,3,1591.0000000003492,5,5,51
549,3,8093,2,3,56
669,3,1098.6149999662302,2,3,56
549,3,1462,4,4,53
669,3,1297.8149999980815,4,4,53
201,3,3861.434999969788,2,3,56
549,3,1159,5,5,51
201,3,1549.924999999348,4,4,53
669,3,1845.9300000104122,5,5,51
14,3,1813.5999999940395,2,3,56
201,3,1606.5350000280887,5,5,51
14,3,2218.939999991562,4,4,53
105,2,5830,2,3,56
663,3,3339.704999998503,2,3,56
14,3,1688.22499999078,5,5,51
663,3,1491.070000003674,4,4,53
663,3,1513.729999998759,5,5,51
105,2,4487,4,4,13
678,3,10052.889999999024,2,3,56
105,2,774,5,5,13
678,3,2354.83000000022,4,4,53
284,3,30383.350000000064,2,3,13
678,3,2232.579999999871,5,5,51
483,3,11774.190000025555,2,3,56
483,3,2142.5100000342354,4,4,53
483,3,1549.5899999514222,5,5,51
107,3,1727.729999984149,2,3,56
107,3,1394.975000002887,4,4,53
107,3,1173.7700000230689,5,5,51
649,3,1850,2,3,56
649,3,1763,4,4,53
623,3,6541.999999986729,2,3,56
649,3,1724,5,5,51
623,3,4607.999999978347,4,4,53
596,3,6908.739999998943,2,3,56
623,3,6289.999999979045,5,5,51
596,3,1918.5949999955483,4,4,53
596,3,1493.5649999970337,5,5,51
561,3,7552.700000116602,2,3,56
582,3,3327,2,3,56
561,3,3100.2549999393523,4,4,54
31,3,1462.8599999996368,2,3,56
582,3,1686,4,4,53
31,3,1134.554999998727,4,4,53
31,3,1318.1400000012218,5,5,51
561,3,3176.179999951273,5,5,56
582,3,2749,5,5,51
284,3,38379.88000000008,4,4,13
579,3,3132.9050000003917,2,3,56
579,3,1526.1000000000422,4,4,53
579,3,1172.5450000003548,5,5,51
676,3,5508.299999986775,2,3,56
284,3,17302.15499999997,5,5,13
676,3,2132.8099999809638,4,4,53
676,3,1789.3299999996088,5,5,56
487,3,2550.264999968931,2,3,56
487,3,1859.5999999670312,4,4,53
487,3,8020.23999998346,5,5,51
136,3,7015.964999998687,2,3,56
136,3,5446.86499999807,4,4,53
136,3,1192.5850000006903,5,5,51
389,3,2717.625000048429,2,3,56
389,3,1723.445000126958,4,4,53
389,3,1579.6599998138845,5,5,51
155,3,3595.7300000009127,2,3,56
155,3,1309.7199999901932,4,4,53
219,3,2531.134999997448,2,3,56
219,3,1384.905000042636,4,4,53
155,3,2285.909999976866,5,5,51
219,3,1474.2950000218116,5,5,51
306,3,33794.93999999249,2,3,56
306,3,1382.130000012694,4,4,53
306,3,2319.4099999964237,5,5,51
24,3,2645.189999999726,2,3,56
24,3,1653.339999999851,4,4,53
24,3,3288.46000000021,5,5,51
734,3,4983.479999995325,2,3,56
417,3,4778.999999980442,2,3,56
734,3,1679.0949999704026,4,4,53
417,3,1667.5350000150502,4,4,53
734,3,1590.5500000226311,5,5,51
417,3,1620.2350000385195,5,5,51
668,3,2935.0799999956507,2,3,56
668,3,1314.489999997022,4,4,53
668,3,1023.1950000015786,5,5,51
403,3,4001.6749999995227,2,3,56
403,3,2574.0850000001956,4,4,53
403,3,2792.734999999084,5,5,51
539,3,1527.7299999979732,2,3,56
539,3,1076.9900000013877,4,4,53
539,3,1056.2900000004447,5,5,51
702,3,5097.099999999045,2,3,56
702,3,1621.3100000022678,4,4,53
702,3,1828.2749999997905,5,5,51
375,3,12046.0000000312,2,3,56
375,3,4239.999999990687,4,4,53
661,3,5989.300000001094,2,3,56
375,3,2673.000000009779,5,5,51
661,3,1962.4949999997625,4,4,53
661,3,1798.0199999947217,5,5,51
510,3,3211.699999985285,2,3,56
510,3,2213.2499999715947,4,4,53
510,3,1915.9700000309385,5,5,51
637,3,9188.999999983935,2,3,56
637,3,896.0000000079162,4,4,13
637,3,4706.999999994878,5,5,53
629,3,1477.2700000321493,2,3,56
629,3,1294.2350000375882,4,4,53
629,3,3685.0450000492856,5,5,51
442,3,2220.9450000082143,2,3,56
442,3,1866.5600000094855,4,4,53
442,3,1481.1849999969127,5,5,51
490,3,2826.2099999992643,2,3,56
490,3,1824.4550000017625,4,4,53
490,3,1810.9499999991385,5,5,51
653,3,2419.125000014901,2,3,56
653,3,1542.780000017956,4,4,53
653,3,1015.2449999877717,5,5,51
502,3,23074.010000098497,2,3,56
502,3,214.28999956697226,4,4,56
502,3,178.01999999210238,5,5,56
605,3,3293.26000000583,2,3,56
605,3,1346.6950000147335,4,4,53
605,3,3654.2999999946915,5,5,56
104,3,8415,2,3,56
104,3,1573,4,4,53
104,3,1452,5,5,51
167,3,1784,2,3,56
167,3,1740,4,4,53
167,3,3019,5,5,51
616,3,2783,2,3,56
616,3,1475,4,4,53
616,3,1113,5,5,51
280,3,3559.385000000475,2,3,56
280,3,2315.7549999887124,4,4,53
280,3,2420.2599999989616,5,5,51
505,3,3448.0650001205504,2,3,56
505,3,1204.1199998930097,4,4,53
729,3,2757.824999745935,2,3,56
505,3,1230.8600000105798,5,5,51
729,3,2816.8850000947714,4,4,53
729,3,4253.229999914765,5,5,51
101,3,5063.449999986915,2,3,56
101,3,1884.200000000419,4,4,53
101,3,1757.6000000117347,5,5,51
35,3,3220.9900000016205,2,3,56
35,3,1547.8650000004563,4,4,53
35,3,1024.13499999966,5,5,51
646,3,1949.0050000022165,2,3,56
646,3,1779.9449999874923,4,4,53
646,3,2576.870000018971,5,5,51
73,3,1782.3649999918416,2,3,56
73,3,1658.8249999913387,4,4,53
73,3,1547.7649999666028,5,5,51
259,3,2517,2,3,56
259,3,2153,4,4,53
731,3,1576,2,3,56
259,3,2237,5,5,51
731,3,1697,4,4,53
731,3,2823,5,5,56
635,3,2126.6799999866635,2,3,56
635,3,2222.4150000838563,4,4,53
635,3,5319.484999985434,5,5,56
719,3,1396.535000007134,2,3,56
509,3,6189.1949999844655,2,3,56
719,3,974.1999999969266,4,4,53
719,3,1148.3200000366196,5,5,51
509,3,2181.8249999778345,4,4,53
509,3,1613.4750000201166,5,5,51
504,3,9164.574999999782,2,3,56
504,3,1552.9249999999593,4,4,53
504,3,1216.5949999998702,5,5,51
594,3,4057.0000000298023,2,3,56
594,3,2222.000000067055,4,4,53
594,3,2151.0000000707805,5,5,51
344,3,5523.430000000182,2,3,56
344,3,1472.130000000092,4,4,53
344,3,1330.7999999997264,5,5,51
728,3,1758.814999993774,2,3,56
728,3,1150.3699999884702,4,4,53
728,3,1295.9850000042934,5,5,51
338,3,4234.859999967739,2,3,56
338,3,1348.2850000145845,4,4,53
338,3,1252.9999999678694,5,5,51
328,3,8924,2,3,56
184,3,1111.5299999946728,2,3,56
664,3,1588.8799999956973,2,3,56
328,3,1840,4,4,53
614,3,1151.290000000241,2,3,56
664,3,1293.9600000099745,4,4,53
184,3,1562.0549999875948,4,4,53
614,3,1182.3400000002875,4,4,53
328,3,1579,5,5,51
664,3,1277.9050000099232,5,5,51
184,3,1302.159999962896,5,5,51
614,3,1204.8999999997322,5,5,51
415,3,7416.980000009062,2,3,56
224,3,2930.3450000006706,2,3,56
415,3,1682.0500000030734,4,4,53
224,3,1585.5699999956414,4,4,53
54,3,10260.000000009313,2,3,57
260,3,1766.9050000004063,2,3,56
415,3,1422.3999999812804,5,5,51
224,3,1868.705000000773,5,5,51
260,3,1769.5399999975052,4,4,53
54,3,2652.9999999911524,4,4,54
260,3,1448.820000001433,5,5,51
51,3,11026.64999999979,2,3,56
54,3,8343.000000051688,5,5,51
51,3,4385.9599999996135,4,4,53
51,3,2855.865000000449,5,5,51
140,3,9660.000000032596,2,3,13
140,3,1626.9999999785796,4,4,13
140,3,1244.9999999953434,5,5,13
545,3,3836.1900000018068,2,3,56
521,3,4654.690000010305,2,3,56
545,3,1249.4550000119489,4,4,53
521,3,1236.5899999858811,4,4,53
545,3,1252.2349999926519,5,5,51
521,3,1157.4949999921955,5,5,51
468,3,1151.7749999766238,2,3,56
468,3,1521.7999999877065,4,4,53
468,3,895.2200000057928,5,5,51
660,3,62953.355000005104,2,3,56
273,3,16765.004999993835,2,3,56
660,3,7825.260000070557,4,4,53
660,3,1875.2250000834465,5,5,51
273,3,15432.375000003958,4,4,13
273,3,1180.7900000130758,5,5,13
135,3,3998.0250000953674,2,3,56
135,3,4202.724999981001,4,4,53
135,3,1723.119999980554,5,5,51
394,3,4844.5799999753945,2,3,56
394,3,2595.0149999698624,4,4,56
394,3,2920.680000039283,5,5,51
404,3,3075.790000031702,2,3,56
620,3,6530.999999959022,2,3,56
620,3,2692.9999999701977,4,4,53
404,3,3085.244999965653,4,4,53
159,3,1777.229999890551,2,3,56
620,3,2035.9999999636784,5,5,51
404,3,2164.7300000768155,5,5,51
159,3,1904.6350000426173,4,4,53
159,3,6052.0050001796335,5,5,51
456,3,1324.384999999893,2,3,56
456,3,1316.8549999973038,4,4,53
456,3,1170.3399999969406,5,5,56
536,3,6422,2,3,56
536,3,6324,4,4,53
536,3,3005,5,5,51
81,3,9082.764999999199,2,3,56
81,3,2163.410000001022,4,4,53
632,3,2868.7649999919813,2,3,56
632,3,1601.9099999975879,4,4,53
81,3,2276.5399999989313,5,5,51
632,3,964.6899999934249,5,5,51
544,3,7925.730000017211,2,3,56
544,3,2459.514999995008,4,4,53
544,3,2423.1649999856018,5,5,51
392,3,21324.999999953434,2,3,13
392,3,25246.00000004284,4,4,13
618,3,8294,2,3,56
618,3,10260,4,4,51
618,3,3721,5,5,56
392,3,35128.99999995716,5,5,51
727,3,5783.329999947455,2,3,56
727,3,1934.9999999976717,4,4,53
727,3,5284.849999996368,5,5,51
644,3,3462.7300000283867,2,3,56
644,3,1268.1899999734014,4,4,53
644,3,1268.4599999920465,5,5,51
550,3,3547.6650000200607,2,3,56
550,3,1997.864999982994,4,4,53
550,3,1445.5350000062026,5,5,51
577,3,6183.765000001586,2,3,56
577,3,2033.3600000012666,4,4,53
577,3,1254.9250000010943,5,5,51
208,3,4628.44000000041,2,3,51
188,3,1374.3949999916367,2,3,56
188,3,1189.3849999760278,4,4,53
188,3,1287.1499999891967,5,5,51
208,3,8069.6699999971315,4,4,53
208,3,1906.8800000241026,5,5,56
648,3,2429.724999994505,2,3,56
648,3,1053.154999972321,4,4,53
648,3,1011.2450000015087,5,5,51
279,3,2343.184999997902,2,3,56
279,3,1640.3549999959068,4,4,53
279,3,1618.7649999992573,5,5,51
498,3,26631.47000002209,2,3,55
498,3,5296.304999967106,4,4,53
498,3,2475.484999944456,5,5,51
657,3,1451.6149999108166,2,3,56
657,3,5073.109999997541,4,4,53
657,3,1473.1700000120327,5,5,51
433,3,5698.725000000195,2,3,56
433,3,2512.809999999263,4,4,53
433,3,2943.0849999998827,5,5,51
276,3,2195,2,3,56
117,3,11907.500000001164,2,3,56
276,3,1591,4,4,53
117,3,1373.3250000004773,4,4,53
117,3,1174.1850000016711,5,5,51
276,3,1233,5,5,51
481,3,5436,2,3,56
481,3,2325,4,4,53
481,3,1758,5,5,51
66,3,1186,2,3,56
66,3,1492,4,4,53
66,3,1039,5,5,51
427,3,3592,2,3,56
484,3,11156.000000002678,2,3,56
427,3,4840,4,4,53
427,3,5465,5,5,51
484,3,17455.999999998312,4,4,53
484,3,2582.9999999987194,5,5,51
580,3,3667.53500001505,2,3,56
580,3,1677.1900000749156,4,4,53
580,3,1447.7000000188127,5,5,51
478,3,2952.6200000000244,2,3,56
478,3,1639.259999999922,4,4,53
478,3,1880.365000000893,5,5,51
388,3,8628.81500000367,2,3,56
613,3,1526.849999994738,2,3,56
388,3,1634.9950000294484,4,4,53
613,3,1438.509999999951,4,4,53
388,3,1768.030000035651,5,5,51
613,3,1558.325000005425,5,5,51
374,3,6445.169999962673,2,3,56
374,3,1430.5399999720976,4,4,53
374,3,1479.2950000264682,5,5,51
712,3,1118,2,3,56
528,3,4686.6700000246055,2,3,56
712,3,1008,4,4,53
528,3,1254.4900000211783,4,4,53
