word,sliderResponse,condition
friendliness,77,abstract
grape,89,concrete
justice,7,abstract
grape,90,concrete
necklace,15,concrete
fame,7,concrete
hate,67,concrete
friendliness,4,abstract
book,69,abstract
book,54,abstract
leg,52,concrete
stethoscope,58,concrete
imagination,20,abstract
surprise,3,abstract
elephant,46,concrete
leg,35,concrete
wisdom,5,abstract
insect,36,abstract
thistle,33,abstract
elephant,23,concrete
microscope,21,concrete
hell,83,concrete
hell,95,concrete
book,54,abstract
responsibility,9,abstract
necklace,96,concrete
opinion,4,abstract
beauty,76,abstract
stethoscope,83,concrete
hell,70,concrete
stethoscope,54,concrete
necklace,3,concrete
hell,62,concrete
spinach,74,concrete
razor,55,concrete
elephant,75,concrete
responsibility,7,abstract
grape,62,concrete
otter,55,concrete
road,39,concrete
hell,93,concrete
spinach,82,concrete
road,76,concrete
tomato,92,concrete
book,21,abstract
responsibility,58,abstract
opinion,5,abstract
positivity,15,abstract
toilet,19,concrete
hell,89,concrete
disgust,86,abstract
weapon,80,concrete
obviousness,49,abstract
stethoscope,46,concrete
wisdom,28,abstract
stomach,67,abstract
gist,33,abstract
leg,6,concrete
opinion,34,abstract
tendency,1,abstract
spinach,57,concrete
friendliness,18,abstract
imagination,87,abstract
toilet,85,concrete
elephant,54,concrete
stomach,87,abstract
necklace,36,concrete
chair,76,concrete
insect,1,abstract
tripod,73,concrete
leg,20,concrete
obviousness,1,abstract
surprise,76,abstract
obviousness,6,abstract
toilet,25,concrete
hate,56,concrete
inflamation,43,concrete
disgust,57,abstract
elephant,75,concrete
imagination,41,abstract
book,85,abstract
tripod,3,concrete
tendency,2,abstract
microscope,21,concrete
clarity,66,concrete
weapon,51,concrete
leg,73,concrete
tomato,19,concrete
tripod,88,concrete
beauty,17,abstract
tendency,37,abstract
happiness,27,concrete
tendency,73,abstract
stethoscope,24,concrete
beauty,24,abstract
tendency,4,abstract
obviousness,20,abstract
elephant,56,concrete
jealousy,60,concrete
beauty,70,abstract
complexity,15,abstract
necklace,22,concrete
razor,72,concrete
hate,72,concrete
necklace,37,concrete
disgust,64,abstract
happiness,63,concrete
tomato,98,concrete
joy,91,concrete
spinach,19,concrete
inflamation,76,concrete
grape,9,concrete
happiness,65,concrete
otter,83,concrete
imagination,13,abstract
tripod,50,concrete
happiness,59,concrete
stomach,88,abstract
razor,65,concrete
tendency,91,abstract
obviousness,23,abstract
responsibility,23,abstract
insect,61,abstract
mysterious,9,abstract
hell,46,concrete
happiness,34,concrete
tomato,95,concrete
mysterious,70,abstract
happiness,19,concrete
weapon,55,concrete
mysterious,42,abstract
stethoscope,24,concrete
imagination,53,abstract
weapon,89,concrete
weapon,33,concrete
weapon,60,concrete
spinach,70,concrete
spinach,92,concrete
canyon,70,abstract
necklace,56,concrete
wisdom,15,abstract
leg,7,concrete
inflamation,49,concrete
tendency,94,abstract
razor,68,concrete
shoes,15,concrete
book,56,abstract
complexity,18,abstract
justice,59,abstract
razor,76,concrete
justice,63,abstract
disgust,80,abstract
tomato,96,concrete
toilet,64,concrete
tomato,71,concrete
thistle,32,abstract
stomach,20,abstract
spinach,79,concrete
tomato,91,concrete
happiness,99,concrete
microscope,16,concrete
responsibility,38,abstract
disgust,26,abstract
absurdity,75,abstract
obviousness,13,abstract
responsibility,14,abstract
gist,1,abstract
book,13,abstract
grape,56,concrete
spinach,93,concrete
microscope,67,concrete
joy,33,concrete
complexity,26,abstract
jealousy,88,concrete
justice,72,abstract
disgust,13,abstract
tendency,6,abstract
thistle,5,abstract
microscope,87,concrete
shoes,40,concrete
surprise,87,abstract
spinach,56,concrete
insect,9,abstract
obviousness,78,abstract
thistle,17,abstract
happiness,23,concrete
complexity,63,abstract
road,10,concrete
tendency,16,abstract
insect,8,abstract
wisdom,11,abstract
imagination,56,abstract
toilet,8,concrete
otter,61,concrete
jealousy,67,concrete
cornflour,75,concrete
justice,23,abstract
otter,55,concrete
cow,20,concrete
tripod,87,concrete
beauty,46,abstract
opinion,51,abstract
positivity,10,abstract
surprise,79,abstract
stethoscope,84,concrete
inflamation,28,concrete
razor,32,concrete
friendliness,7,abstract
razor,61,concrete
gist,7,abstract
inflamation,61,concrete
book,65,abstract
otter,54,concrete
complexity,10,abstract
friendliness,92,abstract
jealousy,83,concrete
disgust,75,abstract
chaos,72,abstract
opinion,29,abstract
toilet,45,concrete
friendliness,91,abstract
imagination,6,abstract
necklace,30,concrete
cow,83,concrete
tendency,6,abstract
obviousness,18,abstract
tripod,20,concrete
obviousness,21,abstract
tomato,100,concrete
hell,72,concrete
leg,51,concrete
stomach,58,abstract
peculiarity,24,abstract
insect,77,abstract
opinion,7,abstract
complexity,86,abstract
shoes,65,concrete
tomato,84,concrete
suffering,69,concrete
tripod,57,concrete
positivity,30,abstract
gist,29,abstract
insect,42,abstract
obviousness,4,abstract
hell,76,concrete
tomato,35,concrete
cow,23,concrete
disgust,26,abstract
justice,5,abstract
obviousness,74,abstract
beauty,13,abstract
obviousness,8,abstract
positivity,36,abstract
mysterious,73,abstract
gist,9,abstract
grape,73,concrete
tripod,41,concrete
disgust,63,abstract
positivity,58,abstract
book,9,abstract
road,71,concrete
book,34,abstract
hell,61,concrete
otter,47,concrete
toilet,84,concrete
otter,34,concrete
verb,13,abstract
window,68,concrete
gist,3,abstract
necklace,14,concrete
mysterious,58,abstract
hell,83,concrete
tripod,31,concrete
surprise,22,abstract
gist,6,abstract
weapon,4,concrete
surprise,80,abstract
justice,17,abstract
positivity,17,abstract
book,2,abstract
toilet,6,concrete
stomach,5,abstract
wisdom,14,abstract
surprise,57,abstract
cow,88,concrete
weapon,61,concrete
gist,63,abstract
inflamation,78,concrete
gist,4,abstract
tendency,14,abstract
weapon,31,concrete
wisdom,54,abstract
disgust,51,abstract
weapon,58,concrete
building,89,abstract
mysterious,9,abstract
surprise,63,abstract
happiness,75,concrete
insect,27,abstract
stethoscope,57,concrete
toilet,59,concrete
razor,52,concrete
thistle,90,abstract
friendliness,20,abstract
leg,76,concrete
disgust,78,abstract
inflamation,56,concrete
road,72,concrete
shoes,68,concrete
otter,59,concrete
insect,41,abstract
necklace,65,concrete
imagination,61,abstract
otter,30,concrete
complexity,3,abstract
shoes,55,concrete
embarrassment,68,concrete
imagination,3,abstract
cow,38,concrete
vagueness,10,concrete
cow,78,concrete
stethoscope,26,concrete
justice,99,abstract
stomach,26,abstract
responsibility,90,abstract
surprise,32,abstract
opinion,1,abstract
insect,75,abstract
hate,72,concrete
tripod,16,concrete
tripod,80,concrete
imagination,27,abstract
positivity,78,abstract
opinion,3,abstract
surprise,82,abstract
book,48,abstract
elephant,59,concrete
hate,7,concrete
obviousness,47,abstract
oddity,76,abstract
disgust,28,abstract
insect,22,abstract
shoes,30,concrete
hell,81,concrete
absurdity,12,abstract
hate,81,concrete
obviousness,83,abstract
microscope,14,concrete
responsibility,66,abstract
shoes,5,concrete
grape,62,concrete
tendency,48,abstract
stethoscope,7,concrete
spinach,81,concrete
thistle,23,abstract
grape,29,concrete
grape,81,concrete
hate,49,concrete
razor,70,concrete
justice,82,abstract
complexity,5,abstract
windmill,70,abstract
imagination,47,abstract
shoes,82,concrete
weapon,11,concrete
gist,64,abstract
happiness,9,concrete
tomato,79,concrete
responsibility,0,abstract
beauty,99,abstract
spinach,52,concrete
friendliness,8,abstract
beauty,88,abstract
opinion,3,abstract
toilet,39,concrete
stomach,43,abstract
road,35,concrete
microscope,11,concrete
disgust,21,abstract
tomato,75,concrete
tripod,58,concrete
wisdom,73,abstract
necklace,67,concrete
tomato,35,concrete
weapon,59,concrete
purse,83,abstract
weapon,39,concrete
grape,16,concrete
jealousy,80,concrete
wisdom,77,abstract
disgust,44,abstract
necklace,10,concrete
gist,71,abstract
hate,24,concrete
disgust,71,abstract
tomato,95,concrete
imagination,11,abstract
disgust,42,abstract
leg,38,concrete
happiness,6,concrete
stomach,19,abstract
ego,73,abstract
positivity,46,abstract
positivity,30,abstract
blessing,23,abstract
gist,36,abstract
friendliness,30,abstract
beauty,47,abstract
microscope,62,concrete
thistle,20,abstract
elephant,50,concrete
jealousy,72,concrete
leg,81,concrete
toilet,16,concrete
justice,64,abstract
friendliness,62,abstract
otter,21,concrete
tendency,69,abstract
disgust,26,abstract
microscope,3,concrete
gist,84,abstract
fame,75,concrete
thistle,37,abstract
otter,53,concrete
spinach,97,concrete
book,87,abstract
microscope,62,concrete
tomato,56,concrete
hate,85,concrete
weapon,30,concrete
tendency,6,abstract
tripod,54,concrete
wisdom,16,abstract
hate,34,concrete
disgust,7,abstract
disgust,71,abstract
stomach,77,abstract
stomach,14,abstract
positivity,82,abstract
iron,80,concrete
justice,43,abstract
stethoscope,3,concrete
wisdom,59,abstract
grape,81,concrete
gist,36,abstract
tendency,83,abstract
microscope,28,concrete
book,27,abstract
imagination,44,abstract
wisdom,79,abstract
thistle,18,abstract
leg,7,concrete
obviousness,57,abstract
thistle,91,abstract
grape,91,concrete
toilet,24,concrete
disgust,6,abstract
mysterious,71,abstract
toilet,82,concrete
jealousy,88,concrete
shirt,73,abstract
surprise,25,abstract
leg,40,concrete
otter,58,concrete
jealousy,45,concrete
book,65,abstract
thistle,4,abstract
road,5,concrete
microscope,69,concrete
inflamation,92,concrete
leg,1,concrete
gist,22,abstract
happiness,64,concrete
stethoscope,66,concrete
insect,43,abstract
surprise,6,abstract
inflamation,54,concrete
leg,70,concrete
shoes,83,concrete
responsibility,35,abstract
otter,75,concrete
inflamation,54,concrete
surprise,66,abstract
hell,59,concrete
elephant,83,concrete
elephant,60,concrete
shoes,17,concrete
road,54,concrete
spinach,98,concrete
cow,87,concrete
stethoscope,6,concrete
positivity,58,abstract
responsibility,23,abstract
jealousy,68,concrete
opinion,42,abstract
thistle,19,abstract
discretion,84,abstract
microscope,71,concrete
spinach,82,concrete
beauty,53,abstract
hell,7,concrete
weapon,65,concrete
tomato,96,concrete
hate,64,concrete
positivity,13,abstract
happiness,56,concrete
justice,54,abstract
leg,40,concrete
shoes,4,concrete
imagination,81,abstract
surprise,30,abstract
glee,41,abstract
cow,3,concrete
shoes,45,concrete
tendency,20,abstract
responsibility,74,abstract
wisdom,64,abstract
tendency,14,abstract
friendliness,35,abstract
fire,75,concrete
positivity,55,abstract
elephant,79,concrete
otter,72,concrete
beauty,7,abstract
tomato,65,concrete
grape,33,concrete
microscope,35,concrete
obviousness,24,abstract
otter,81,concrete
wisdom,56,abstract
hate,35,concrete
wisdom,63,abstract
microscope,21,concrete
road,40,concrete
obviousness,40,abstract
berry,89,concrete
stomach,58,abstract
leg,19,concrete
tripod,64,concrete
stethoscope,62,concrete
obviousness,0,abstract
mysterious,60,abstract
road,18,concrete
justice,48,abstract
diversity,9,abstract
opinion,42,abstract
positivity,16,abstract
glee,78,abstract
road,52,concrete
obviousness,57,abstract
inflamation,57,concrete
wisdom,14,abstract
mysterious,16,abstract
mysterious,30,abstract
cow,24,concrete
wisdom,28,abstract
tomato,65,concrete
cornflour,45,concrete
jealousy,71,concrete
cow,26,concrete
positivity,38,abstract
chest,81,abstract
stethoscope,9,concrete
friendliness,2,abstract
insect,14,abstract
happiness,65,concrete
elephant,56,concrete
positivity,69,abstract
book,26,abstract
leg,56,concrete
imagination,14,abstract
surprise,33,abstract
book,39,abstract
tripod,3,concrete
justice,63,abstract
dread,42,concrete
tripod,36,concrete
elephant,96,concrete
friendliness,60,abstract
hate,56,concrete
elephant,38,concrete
complexity,64,abstract
stomach,26,abstract
weapon,14,concrete
shoes,19,concrete
mysterious,64,abstract
tendency,31,abstract
complexity,58,abstract
ocean,43,concrete
toilet,33,concrete
hate,56,concrete
inflamation,55,concrete
justice,65,abstract
shoes,54,concrete
book,16,abstract
opinion,13,abstract
stethoscope,9,concrete
razor,56,concrete
wisdom,9,abstract
otter,54,concrete
opinion,14,abstract
leg,52,concrete
mysterious,24,abstract
beauty,62,abstract
hell,95,concrete
beauty,14,abstract
microscope,7,concrete
cow,9,concrete
toilet,38,concrete
imagination,14,abstract
toilet,8,concrete
responsibility,17,abstract
microscope,6,concrete
tendency,2,abstract
friendliness,58,abstract
tomato,43,concrete
tomato,88,concrete
toilet,43,concrete
weapon,76,concrete
disgust,8,abstract
road,42,concrete
responsibility,61,abstract
insect,69,abstract
otter,9,concrete
opinion,12,abstract
otter,27,concrete
complexity,10,abstract
hell,70,concrete
weapon,23,concrete
surprise,46,abstract
insect,58,abstract
leg,30,concrete
razor,56,concrete
stomach,12,abstract
tomato,80,concrete
hate,75,concrete
necklace,63,concrete
tripod,13,concrete
razor,33,concrete
hell,83,concrete
chair,13,concrete
thistle,60,abstract
stomach,4,abstract
jealousy,20,concrete
cow,29,concrete
obviousness,26,abstract
tripod,21,concrete
book,8,abstract
surprise,2,abstract
thistle,60,abstract
wisdom,40,abstract
weapon,75,concrete
friendliness,5,abstract
necklace,8,concrete
spinach,60,concrete
hell,55,concrete
cow,62,concrete
hate,56,concrete
stethoscope,37,concrete
tendency,24,abstract
leg,6,concrete
hell,75,concrete
complexity,2,abstract
shoes,49,concrete
disgust,17,abstract
friendliness,29,abstract
responsibility,31,abstract
positivity,5,abstract
necklace,32,concrete
leg,75,concrete
thistle,52,abstract
mysterious,43,abstract
razor,62,concrete
inflamation,65,concrete
weapon,3,concrete
justice,35,abstract
spinach,57,concrete
moose,32,concrete
hell,64,concrete
jealousy,17,concrete
grape,56,concrete
imagination,29,abstract
book,3,abstract
spinach,95,concrete
stomach,5,abstract
positivity,40,abstract
grape,63,concrete
tripod,37,concrete
necklace,43,concrete
responsibility,8,abstract
windmill,19,abstract
cow,53,concrete
jealousy,19,concrete
shoes,7,concrete
spinach,62,concrete
thistle,59,abstract
otter,32,concrete
necklace,3,concrete
mysterious,26,abstract
shoes,53,concrete
thistle,19,abstract
spinach,34,concrete
stomach,24,abstract
fire,35,concrete
road,63,concrete
road,60,concrete
razor,20,concrete
justice,10,abstract
complexity,39,abstract
otter,38,concrete
mysterious,71,abstract
book,11,abstract
elephant,91,concrete
grape,63,concrete
cow,42,concrete
thistle,75,abstract
chest,11,abstract
elephant,76,concrete
razor,48,concrete
inflamation,42,concrete
justice,20,abstract
necklace,60,concrete
positivity,21,abstract
tomato,84,concrete
stethoscope,37,concrete
friendliness,34,abstract
positivity,73,abstract
shoes,62,concrete
positivity,79,abstract
book,31,abstract
tendency,17,abstract
hell,67,concrete
hate,19,concrete
friendliness,62,abstract
justice,33,abstract
microscope,4,concrete
canyon,22,abstract
friendliness,16,abstract
wisdom,19,abstract
stomach,37,abstract
insect,24,abstract
imagination,14,abstract
otter,40,concrete
disgust,27,abstract
iron,30,concrete
positivity,78,abstract
hate,76,concrete
stethoscope,56,concrete
tendency,45,abstract
tendency,20,abstract
jealousy,18,concrete
positivity,4,abstract
stethoscope,7,concrete
insect,32,abstract
surprise,7,abstract
gist,43,abstract
microscope,52,concrete
hate,64,concrete
toilet,97,concrete
leg,58,concrete
vegetable,44,concrete
hell,93,concrete
elephant,79,concrete
surprise,7,abstract
hell,89,concrete
happiness,41,concrete
necklace,42,concrete
justice,14,abstract
razor,42,concrete
tomato,95,concrete
stomach,63,abstract
stomach,70,abstract
otter,82,concrete
book,54,abstract
spinach,64,concrete
obviousness,80,abstract
toilet,34,concrete
otter,27,concrete
gist,1,abstract
spinach,64,concrete
tendency,22,abstract
jealousy,34,concrete
beauty,55,abstract
gist,3,abstract
imagination,29,abstract
book,56,abstract
necklace,80,concrete
tripod,28,concrete
elephant,66,concrete
opinion,17,abstract
stomach,40,abstract
disgust,6,abstract
cow,15,concrete
cow,24,concrete
gist,37,abstract
road,84,concrete
road,77,concrete
happiness,78,concrete
surprise,3,abstract
insect,66,abstract
gist,20,abstract
toilet,27,concrete
responsibility,16,abstract
stethoscope,36,concrete
wisdom,80,abstract
wisdom,76,abstract
book,38,abstract
friendliness,3,abstract
opinion,23,abstract
jealousy,41,concrete
hell,13,concrete
razor,63,concrete
happiness,40,concrete
mysterious,77,abstract
obviousness,20,abstract
justice,74,abstract
wisdom,37,abstract
stethoscope,33,concrete
spinach,69,concrete
insect,65,abstract
imagination,12,abstract
wisdom,7,abstract
spinach,96,concrete
stomach,17,abstract
tendency,71,abstract
tomato,98,concrete
inflamation,81,concrete
weapon,40,concrete
toilet,26,concrete
grape,82,concrete
beauty,18,abstract
inflamation,66,concrete
responsibility,8,abstract
wisdom,68,abstract
leg,35,concrete
complexity,76,abstract
complexity,21,abstract
